pgc_name,full_pgc_name,hubb,E,Irr,S0,SBa,SBb,SBc,Sa,Sb,Sc
PGC 42836  ,PGC0042836,Sb,0,0,0,0,0,0,0,1,0
PGC 41272  ,PGC0041272,E,1,0,0,0,0,0,0,0,0
PGC 36669  ,PGC0036669,Sa,0,0,0,0,0,0,1,0,0
PGC 51130  ,PGC0051130,SBb,0,0,0,0,1,0,0,0,0
PGC 37276  ,PGC0037276,Sb,0,0,0,0,0,0,0,1,0
PGC 40839  ,PGC0040839,Sc,0,0,0,0,0,0,0,0,1
PGC 54612  ,PGC0054612,Sa,0,0,0,0,0,0,1,0,0
PGC 42969  ,PGC0042969,Sc,0,0,0,0,0,0,0,0,1
PGC 43516  ,PGC0043516,E,1,0,0,0,0,0,0,0,0
PGC 45137  ,PGC0045137,Sc,0,0,0,0,0,0,0,0,1
PGC 41738  ,PGC0041738,S0,0,0,1,0,0,0,0,0,0
PGC 50218  ,PGC0050218,Sc,0,0,0,0,0,0,0,0,1
PGC 47346  ,PGC0047346,Sc,0,0,0,0,0,0,0,0,1
PGC 55446  ,PGC0055446,SBa,0,0,0,1,0,0,0,0,0
PGC 34373  ,PGC0034373,Sc,0,0,0,0,0,0,0,0,1
PGC 47415  ,PGC0047415,Sc,0,0,0,0,0,0,0,0,1
PGC 26721  ,PGC0026721,Sc,0,0,0,0,0,0,0,0,1
PGC 32251  ,PGC0032251,Sc,0,0,0,0,0,0,0,0,1
PGC 25360  ,PGC0025360,Sb,0,0,0,0,0,0,0,1,0
PGC 42079  ,PGC0042079,Sc,0,0,0,0,0,0,0,0,1
PGC 26643  ,PGC0026643,Sc,0,0,0,0,0,0,0,0,1
PGC 52602  ,PGC0052602,Sc,0,0,0,0,0,0,0,0,1
PGC 51095  ,PGC0051095,Sa,0,0,0,0,0,0,1,0,0
PGC 47579  ,PGC0047579,Sa,0,0,0,0,0,0,1,0,0
PGC 51128  ,PGC0051128,Sc,0,0,0,0,0,0,0,0,1
PGC 52883  ,PGC0052883,E,1,0,0,0,0,0,0,0,0
PGC 32119  ,PGC0032119,Sb,0,0,0,0,0,0,0,1,0
PGC 41670  ,PGC0041670,Sb,0,0,0,0,0,0,0,1,0
PGC 40201  ,PGC0040201,Sc,0,0,0,0,0,0,0,0,1
PGC 33604  ,PGC0033604,S0,0,0,1,0,0,0,0,0,0
PGC 41646  ,PGC0041646,E,1,0,0,0,0,0,0,0,0
PGC 66343  ,PGC0066343,SBb,0,0,0,0,1,0,0,0,0
PGC 41207  ,PGC0041207,Irr,0,1,0,0,0,0,0,0,0
PGC 27681  ,PGC0027681,Sb,0,0,0,0,0,0,0,1,0
PGC 26740  ,PGC0026740,SBb,0,0,0,0,1,0,0,0,0
PGC 41155  ,PGC0041155,E,1,0,0,0,0,0,0,0,0
PGC 26733  ,PGC0026733,E,1,0,0,0,0,0,0,0,0
PGC 35196  ,PGC0035196,SBb,0,0,0,0,1,0,0,0,0
PGC 45750  ,PGC0045750,Sc,0,0,0,0,0,0,0,0,1
PGC 41376  ,PGC0041376,SBa,0,0,0,1,0,0,0,0,0
PGC 42598  ,PGC0042598,Irr,0,1,0,0,0,0,0,0,0
PGC 27558  ,PGC0027558,Sc,0,0,0,0,0,0,0,0,1
PGC 53631  ,PGC0053631,Sa,0,0,0,0,0,0,1,0,0
PGC 51650  ,PGC0051650,SBb,0,0,0,0,1,0,0,0,0
PGC 40761  ,PGC0040761,Irr,0,1,0,0,0,0,0,0,0
PGC 52781  ,PGC0052781,SBa,0,0,0,1,0,0,0,0,0
PGC 52788  ,PGC0052788,S0,0,0,1,0,0,0,0,0,0
PGC 67506  ,PGC0067506,Sb,0,0,0,0,0,0,0,1,0
PGC 47358  ,PGC0047358,S0,0,0,1,0,0,0,0,0,0
PGC 41457  ,PGC0041457,S0,0,0,1,0,0,0,0,0,0
PGC 45593  ,PGC0045593,Sa,0,0,0,0,0,0,1,0,0
PGC 37259  ,PGC0037259,Sc,0,0,0,0,0,0,0,0,1
PGC 42638  ,PGC0042638,E,1,0,0,0,0,0,0,0,0
PGC 68244  ,PGC0068244,SBb,0,0,0,0,1,0,0,0,0
PGC 41572  ,PGC0041572,Sc,0,0,0,0,0,0,0,0,1
PGC 40985  ,PGC0040985,E,1,0,0,0,0,0,0,0,0
PGC 50464  ,PGC0050464,SBa,0,0,0,1,0,0,0,0,0
PGC 40105  ,PGC0040105,Sa,0,0,0,0,0,0,1,0,0
PGC 67891  ,PGC0067891,Sc,0,0,0,0,0,0,0,0,1
PGC 35377  ,PGC0035377,Irr,0,1,0,0,0,0,0,0,0
PGC 51843  ,PGC0051843,Sa,0,0,0,0,0,0,1,0,0
PGC 42544  ,PGC0042544,SBb,0,0,0,0,1,0,0,0,0
PGC 27620  ,PGC0027620,Sb,0,0,0,0,0,0,0,1,0
PGC 42516  ,PGC0042516,SBa,0,0,0,1,0,0,0,0,0
PGC 44170  ,PGC0044170,Irr,0,1,0,0,0,0,0,0,0
PGC 40005  ,PGC0040005,Irr,0,1,0,0,0,0,0,0,0
PGC 37429  ,PGC0037429,Sb,0,0,0,0,0,0,0,1,0
PGC 50126  ,PGC0050126,Sc,0,0,0,0,0,0,0,0,1
PGC 39160  ,PGC0039160,Sa,0,0,0,0,0,0,1,0,0
PGC 33642  ,PGC0033642,Sb,0,0,0,0,0,0,0,1,0
PGC 42949  ,PGC0042949,E,1,0,0,0,0,0,0,0,0
PGC 52504  ,PGC0052504,Sc,0,0,0,0,0,0,0,0,1
PGC 43601  ,PGC0043601,Sb,0,0,0,0,0,0,0,1,0
PGC 40964  ,PGC0040964,E,1,0,0,0,0,0,0,0,0
PGC 42881  ,PGC0042881,Irr,0,1,0,0,0,0,0,0,0
PGC 38916  ,PGC0038916,Sb,0,0,0,0,0,0,0,1,0
PGC 38848  ,PGC0038848,Sc,0,0,0,0,0,0,0,0,1
PGC 41505  ,PGC0041505,Irr,0,1,0,0,0,0,0,0,0
PGC 46644  ,PGC0046644,Sa,0,0,0,0,0,0,1,0,0
PGC 40306  ,PGC0040306,SBa,0,0,0,1,0,0,0,0,0
PGC 33147  ,PGC0033147,Sb,0,0,0,0,0,0,0,1,0
PGC 67040  ,PGC0067040,Sc,0,0,0,0,0,0,0,0,1
PGC 41963  ,PGC0041963,E,1,0,0,0,0,0,0,0,0
PGC 31771  ,PGC0031771,Sb,0,0,0,0,0,0,0,1,0
PGC 40927  ,PGC0040927,SBa,0,0,0,1,0,0,0,0,0
PGC 34211  ,PGC0034211,Sb,0,0,0,0,0,0,0,1,0
PGC 29488  ,PGC0029488,E,1,0,0,0,0,0,0,0,0
PGC 39431  ,PGC0039431,Irr,0,1,0,0,0,0,0,0,0
PGC 39390  ,PGC0039390,Sc,0,0,0,0,0,0,0,0,1
PGC 39580  ,PGC0039580,Sc,0,0,0,0,0,0,0,0,1
PGC 67205  ,PGC0067205,Sa,0,0,0,0,0,0,1,0,0
PGC 41327  ,PGC0041327,E,1,0,0,0,0,0,0,0,0
PGC 67406  ,PGC0067406,SBa,0,0,0,1,0,0,0,0,0
PGC 35731  ,PGC0035731,E,1,0,0,0,0,0,0,0,0
PGC 50351  ,PGC0050351,Sb,0,0,0,0,0,0,0,1,0
PGC 53959  ,PGC0053959,Sc,0,0,0,0,0,0,0,0,1
PGC 30310  ,PGC0030310,Sb,0,0,0,0,0,0,0,1,0
PGC 49752  ,PGC0049752,Sc,0,0,0,0,0,0,0,0,1
PGC 45883  ,PGC0045883,Sb,0,0,0,0,0,0,0,1,0
PGC 52766  ,PGC0052766,Sb,0,0,0,0,0,0,0,1,0
PGC 40705  ,PGC0040705,SBa,0,0,0,1,0,0,0,0,0
PGC 67945  ,PGC0067945,E,1,0,0,0,0,0,0,0,0
PGC 41494  ,PGC0041494,E,1,0,0,0,0,0,0,0,0
PGC 29747  ,PGC0029747,Sc,0,0,0,0,0,0,0,0,1
PGC 28269  ,PGC0028269,Sb,0,0,0,0,0,0,0,1,0
PGC 46077  ,PGC0046077,Sa,0,0,0,0,0,0,1,0,0
PGC 30829  ,PGC0030829,Sb,0,0,0,0,0,0,0,1,0
PGC 6982   ,PGC0006982,SBa,0,0,0,1,0,0,0,0,0
PGC 50318  ,PGC0050318,Sc,0,0,0,0,0,0,0,0,1
PGC 6678   ,PGC0006678,Sc,0,0,0,0,0,0,0,0,1
PGC 40485  ,PGC0040485,E,1,0,0,0,0,0,0,0,0
PGC 40030  ,PGC0040030,Sa,0,0,0,0,0,0,1,0,0
PGC 28324  ,PGC0028324,Sc,0,0,0,0,0,0,0,0,1
PGC 37554  ,PGC0037554,Sc,0,0,0,0,0,0,0,0,1
PGC 41606  ,PGC0041606,E,1,0,0,0,0,0,0,0,0
PGC 40032  ,PGC0040032,S0,0,0,1,0,0,0,0,0,0
PGC 70020  ,PGC0070020,SBb,0,0,0,0,1,0,0,0,0
PGC 40562  ,PGC0040562,E,1,0,0,0,0,0,0,0,0
PGC 39113  ,PGC0039113,Irr,0,1,0,0,0,0,0,0,0
PGC 28296  ,PGC0028296,SBc,0,0,0,0,0,1,0,0,0
PGC 6670   ,PGC0006670,Sa,0,0,0,0,0,0,1,0,0
PGC 31235  ,PGC0031235,Sb,0,0,0,0,0,0,0,1,0
PGC 42430  ,PGC0042430,Sc,0,0,0,0,0,0,0,0,1
PGC 52159  ,PGC0052159,SBb,0,0,0,0,1,0,0,0,0
PGC 70108  ,PGC0070108,Sc,0,0,0,0,0,0,0,0,1
PGC 49846  ,PGC0049846,Sc,0,0,0,0,0,0,0,0,1
PGC 58170  ,PGC0058170,SBc,0,0,0,0,0,1,0,0,0
PGC 39183  ,PGC0039183,Sb,0,0,0,0,0,0,0,1,0
PGC 28910  ,PGC0028910,Sa,0,0,0,0,0,0,1,0,0
PGC 6673   ,PGC0006673,E,1,0,0,0,0,0,0,0,0
PGC 34887  ,PGC0034887,Sc,0,0,0,0,0,0,0,0,1
PGC 29156  ,PGC0029156,Sc,0,0,0,0,0,0,0,0,1
PGC 42223  ,PGC0042223,Sa,0,0,0,0,0,0,1,0,0
PGC 40644  ,PGC0040644,Sb,0,0,0,0,0,0,0,1,0
PGC 6855   ,PGC0006855,Sc,0,0,0,0,0,0,0,0,1
PGC 70129  ,PGC0070129,E,1,0,0,0,0,0,0,0,0
PGC 52167  ,PGC0052167,Sc,0,0,0,0,0,0,0,0,1
PGC 6309   ,PGC0006309,Irr,0,1,0,0,0,0,0,0,0
PGC 7246   ,PGC0007246,Sc,0,0,0,0,0,0,0,0,1
PGC 39040  ,PGC0039040,Sc,0,0,0,0,0,0,0,0,1
PGC 40754  ,PGC0040754,Irr,0,1,0,0,0,0,0,0,0
PGC 70756  ,PGC0070756,Sa,0,0,0,0,0,0,1,0,0
PGC 70872  ,PGC0070872,SBa,0,0,0,1,0,0,0,0,0
PGC 7965   ,PGC0007965,E,1,0,0,0,0,0,0,0,0
PGC 41095  ,PGC0041095,E,1,0,0,0,0,0,0,0,0
PGC 38885  ,PGC0038885,Sa,0,0,0,0,0,0,1,0,0
PGC 42081  ,PGC0042081,Irr,0,1,0,0,0,0,0,0,0
PGC 8014   ,PGC0008014,Sc,0,0,0,0,0,0,0,0,1
PGC 32471  ,PGC0032471,Irr,0,1,0,0,0,0,0,0,0
PGC 50745  ,PGC0050745,SBa,0,0,0,1,0,0,0,0,0
PGC 39308  ,PGC0039308,Sc,0,0,0,0,0,0,0,0,1
PGC 5792   ,PGC0005792,Sc,0,0,0,0,0,0,0,0,1
PGC 7966   ,PGC0007966,Sc,0,0,0,0,0,0,0,0,1
PGC 70765  ,PGC0070765,SBb,0,0,0,0,1,0,0,0,0
PGC 41546  ,PGC0041546,Sa,0,0,0,0,0,0,1,0,0
PGC 6627   ,PGC0006627,Sc,0,0,0,0,0,0,0,0,1
PGC 31427  ,PGC0031427,Irr,0,1,0,0,0,0,0,0,0
PGC 39142  ,PGC0039142,Irr,0,1,0,0,0,0,0,0,0
PGC 7114   ,PGC0007114,Sb,0,0,0,0,0,0,0,1,0
PGC 70912  ,PGC0070912,SBa,0,0,0,1,0,0,0,0,0
PGC 42913  ,PGC0042913,S0,0,0,1,0,0,0,0,0,0
PGC 49540  ,PGC0049540,Sa,0,0,0,0,0,0,1,0,0
PGC 51664  ,PGC0051664,Irr,0,1,0,0,0,0,0,0,0
PGC 7063   ,PGC0007063,Sa,0,0,0,0,0,0,1,0,0
PGC 40954  ,PGC0040954,Sc,0,0,0,0,0,0,0,0,1
PGC 41302  ,PGC0041302,S0,0,0,1,0,0,0,0,0,0
PGC 70761  ,PGC0070761,Sc,0,0,0,0,0,0,0,0,1
PGC 39215  ,PGC0039215,Irr,0,1,0,0,0,0,0,0,0
PGC 29209  ,PGC0029209,Sb,0,0,0,0,0,0,0,1,0
PGC 34969  ,PGC0034969,Sc,0,0,0,0,0,0,0,0,1
PGC 6318   ,PGC0006318,SBa,0,0,0,1,0,0,0,0,0
PGC 46816  ,PGC0046816,Sb,0,0,0,0,0,0,0,1,0
PGC 6628   ,PGC0006628,Irr,0,1,0,0,0,0,0,0,0
PGC 8522   ,PGC0008522,SBa,0,0,0,1,0,0,0,0,0
PGC 31594  ,PGC0031594,Irr,0,1,0,0,0,0,0,0,0
PGC 51498  ,PGC0051498,Sb,0,0,0,0,0,0,0,1,0
PGC 68341  ,PGC0068341,Sa,0,0,0,0,0,0,1,0,0
PGC 31275  ,PGC0031275,Irr,0,1,0,0,0,0,0,0,0
PGC 6636   ,PGC0006636,Sc,0,0,0,0,0,0,0,0,1
PGC 42608  ,PGC0042608,Sc,0,0,0,0,0,0,0,0,1
PGC 5527   ,PGC0005527,Sb,0,0,0,0,0,0,0,1,0
PGC 6364   ,PGC0006364,Irr,0,1,0,0,0,0,0,0,0
PGC 36713  ,PGC0036713,Irr,0,1,0,0,0,0,0,0,0
PGC 47869  ,PGC0047869,Sb,0,0,0,0,0,0,0,1,0
PGC 48453  ,PGC0048453,Sc,0,0,0,0,0,0,0,0,1
PGC 57941  ,PGC0057941,Sc,0,0,0,0,0,0,0,0,1
PGC 59022  ,PGC0059022,SBb,0,0,0,0,1,0,0,0,0
PGC 47612  ,PGC0047612,Sb,0,0,0,0,0,0,0,1,0
PGC 40962  ,PGC0040962,Sc,0,0,0,0,0,0,0,0,1
PGC 51332  ,PGC0051332,S0,0,0,1,0,0,0,0,0,0
PGC 7533   ,PGC0007533,Sc,0,0,0,0,0,0,0,0,1
PGC 46754  ,PGC0046754,SBc,0,0,0,0,0,1,0,0,0
PGC 3960   ,PGC0003960,Sb,0,0,0,0,0,0,0,1,0
PGC 8464   ,PGC0008464,Sc,0,0,0,0,0,0,0,0,1
PGC 51857  ,PGC0051857,Sc,0,0,0,0,0,0,0,0,1
PGC 46836  ,PGC0046836,E,1,0,0,0,0,0,0,0,0
PGC 38945  ,PGC0038945,SBc,0,0,0,0,0,1,0,0,0
PGC 6292   ,PGC0006292,Irr,0,1,0,0,0,0,0,0,0
PGC 38624  ,PGC0038624,E,1,0,0,0,0,0,0,0,0
PGC 68275  ,PGC0068275,SBb,0,0,0,0,1,0,0,0,0
PGC 32540  ,PGC0032540,SBb,0,0,0,0,1,0,0,0,0
PGC 39152  ,PGC0039152,SBc,0,0,0,0,0,1,0,0,0
PGC 29943  ,PGC0029943,Sb,0,0,0,0,0,0,0,1,0
PGC 548    ,PGC0000548,Sc,0,0,0,0,0,0,0,0,1
PGC 32032  ,PGC0032032,E,1,0,0,0,0,0,0,0,0
PGC 49281  ,PGC0049281,E,1,0,0,0,0,0,0,0,0
PGC 37912  ,PGC0037912,SBb,0,0,0,0,1,0,0,0,0
PGC 5645   ,PGC0005645,Sb,0,0,0,0,0,0,0,1,0
PGC 49204  ,PGC0049204,Sa,0,0,0,0,0,0,1,0,0
PGC 41435  ,PGC0041435,E,1,0,0,0,0,0,0,0,0
PGC 49244  ,PGC0049244,Sa,0,0,0,0,0,0,1,0,0
PGC 50897  ,PGC0050897,Sa,0,0,0,0,0,0,1,0,0
PGC 71890  ,PGC0071890,SBc,0,0,0,0,0,1,0,0,0
PGC 71417  ,PGC0071417,S0,0,0,1,0,0,0,0,0,0
PGC 3314   ,PGC0003314,Sc,0,0,0,0,0,0,0,0,1
PGC 44491  ,PGC0044491,Irr,0,1,0,0,0,0,0,0,0
PGC 68613  ,PGC0068613,Sc,0,0,0,0,0,0,0,0,1
PGC 5673   ,PGC0005673,Sc,0,0,0,0,0,0,0,0,1
PGC 50190  ,PGC0050190,Sc,0,0,0,0,0,0,0,0,1
PGC 51113  ,PGC0051113,Sb,0,0,0,0,0,0,0,1,0
PGC 57562  ,PGC0057562,SBb,0,0,0,0,1,0,0,0,0
PGC 42707  ,PGC0042707,SBc,0,0,0,0,0,1,0,0,0
PGC 70131  ,PGC0070131,Sc,0,0,0,0,0,0,0,0,1
PGC 70271  ,PGC0070271,Sc,0,0,0,0,0,0,0,0,1
PGC 4116   ,PGC0004116,SBb,0,0,0,0,1,0,0,0,0
PGC 2600   ,PGC0002600,Sc,0,0,0,0,0,0,0,0,1
PGC 1621   ,PGC0001621,Sc,0,0,0,0,0,0,0,0,1
PGC 8165   ,PGC0008165,Sb,0,0,0,0,0,0,0,1,0
PGC 70467  ,PGC0070467,Sc,0,0,0,0,0,0,0,0,1
PGC 42699  ,PGC0042699,Sc,0,0,0,0,0,0,0,0,1
PGC 38692  ,PGC0038692,Irr,0,1,0,0,0,0,0,0,0
PGC 4124   ,PGC0004124,SBb,0,0,0,0,1,0,0,0,0
PGC 45093  ,PGC0045093,Sb,0,0,0,0,0,0,0,1,0
PGC 39256  ,PGC0039256,Sc,0,0,0,0,0,0,0,0,1
PGC 37927  ,PGC0037927,Irr,0,1,0,0,0,0,0,0,0
PGC 72583  ,PGC0072583,Sc,0,0,0,0,0,0,0,0,1
PGC 3072   ,PGC0003072,Sc,0,0,0,0,0,0,0,0,1
PGC 5270   ,PGC0005270,Sb,0,0,0,0,0,0,0,1,0
PGC 6193   ,PGC0006193,Sc,0,0,0,0,0,0,0,0,1
PGC 46548  ,PGC0046548,Sb,0,0,0,0,0,0,0,1,0
PGC 50010  ,PGC0050010,S0,0,0,1,0,0,0,0,0,0
PGC 7341   ,PGC0007341,Sa,0,0,0,0,0,0,1,0,0
PGC 44432  ,PGC0044432,SBc,0,0,0,0,0,1,0,0,0
PGC 41661  ,PGC0041661,SBa,0,0,0,1,0,0,0,0,0
PGC 1933   ,PGC0001933,Sc,0,0,0,0,0,0,0,0,1
PGC 22096  ,PGC0022096,SBc,0,0,0,0,0,1,0,0,0
PGC 71343  ,PGC0071343,E,1,0,0,0,0,0,0,0,0
PGC 2768   ,PGC0002768,Sa,0,0,0,0,0,0,1,0,0
PGC 3569   ,PGC0003569,Sc,0,0,0,0,0,0,0,0,1
PGC 48251  ,PGC0048251,Sb,0,0,0,0,0,0,0,1,0
PGC 7856   ,PGC0007856,SBb,0,0,0,0,1,0,0,0,0
PGC 71538  ,PGC0071538,Irr,0,1,0,0,0,0,0,0,0
PGC 57187  ,PGC0057187,SBb,0,0,0,0,1,0,0,0,0
PGC 73177  ,PGC0073177,Irr,0,1,0,0,0,0,0,0,0
PGC 38012  ,PGC0038012,SBa,0,0,0,1,0,0,0,0,0
PGC 44414  ,PGC0044414,Irr,0,1,0,0,0,0,0,0,0
PGC 41466  ,PGC0041466,Irr,0,1,0,0,0,0,0,0,0
PGC 5271   ,PGC0005271,E,1,0,0,0,0,0,0,0,0
PGC 70794  ,PGC0070794,Sc,0,0,0,0,0,0,0,0,1
PGC 43303  ,PGC0043303,Sa,0,0,0,0,0,0,1,0,0
PGC 7042   ,PGC0007042,SBc,0,0,0,0,0,1,0,0,0
PGC 36344  ,PGC0036344,Irr,0,1,0,0,0,0,0,0,0
PGC 5298   ,PGC0005298,Sc,0,0,0,0,0,0,0,0,1
PGC 41061  ,PGC0041061,Sa,0,0,0,0,0,0,1,0,0
PGC 57059  ,PGC0057059,S0,0,0,1,0,0,0,0,0,0
PGC 69816  ,PGC0069816,Irr,0,1,0,0,0,0,0,0,0
PGC 1293   ,PGC0001293,Sc,0,0,0,0,0,0,0,0,1
PGC 37501  ,PGC0037501,Sb,0,0,0,0,0,0,0,1,0
PGC 41504  ,PGC0041504,SBc,0,0,0,0,0,1,0,0,0
PGC 47162  ,PGC0047162,Sc,0,0,0,0,0,0,0,0,1
PGC 71780  ,PGC0071780,Sc,0,0,0,0,0,0,0,0,1
PGC 71386  ,PGC0071386,S0,0,0,1,0,0,0,0,0,0
PGC 32871  ,PGC0032871,Sc,0,0,0,0,0,0,0,0,1
PGC 5078   ,PGC0005078,SBa,0,0,0,1,0,0,0,0,0
PGC 41865  ,PGC0041865,Irr,0,1,0,0,0,0,0,0,0
PGC 71370  ,PGC0071370,Sb,0,0,0,0,0,0,0,1,0
PGC 36193  ,PGC0036193,SBb,0,0,0,0,1,0,0,0,0
PGC 3563   ,PGC0003563,Sa,0,0,0,0,0,0,1,0,0
PGC 36197  ,PGC0036197,Sb,0,0,0,0,0,0,0,1,0
PGC 70516  ,PGC0070516,SBb,0,0,0,0,1,0,0,0,0
PGC 41763  ,PGC0041763,SBb,0,0,0,0,1,0,0,0,0
PGC 22501  ,PGC0022501,E,1,0,0,0,0,0,0,0,0
PGC 22404  ,PGC0022404,Sa,0,0,0,0,0,0,1,0,0
PGC 35966  ,PGC0035966,Sb,0,0,0,0,0,0,0,1,0
PGC 40785  ,PGC0040785,S0,0,0,1,0,0,0,0,0,0
PGC 56717  ,PGC0056717,E,1,0,0,0,0,0,0,0,0
PGC 40095  ,PGC0040095,Sa,0,0,0,0,0,0,1,0,0
PGC 71746  ,PGC0071746,Sc,0,0,0,0,0,0,0,0,1
PGC 41882  ,PGC0041882,Sb,0,0,0,0,0,0,0,1,0
PGC 35952  ,PGC0035952,Sb,0,0,0,0,0,0,0,1,0
PGC 56617  ,PGC0056617,Sb,0,0,0,0,0,0,0,1,0
PGC 56695  ,PGC0056695,E,1,0,0,0,0,0,0,0,0
PGC 40002  ,PGC0040002,Sc,0,0,0,0,0,0,0,0,1
PGC 40622  ,PGC0040622,Sc,0,0,0,0,0,0,0,0,1
PGC 56648  ,PGC0056648,Sb,0,0,0,0,0,0,0,1,0
PGC 57147  ,PGC0057147,E,1,0,0,0,0,0,0,0,0
PGC 4897   ,PGC0004897,SBc,0,0,0,0,0,1,0,0,0
PGC 57005  ,PGC0057005,SBa,0,0,0,1,0,0,0,0,0
PGC 22510  ,PGC0022510,S0,0,0,1,0,0,0,0,0,0
PGC 1237   ,PGC0001237,Sa,0,0,0,0,0,0,1,0,0
PGC 39965  ,PGC0039965,S0,0,0,1,0,0,0,0,0,0
PGC 57101  ,PGC0057101,E,1,0,0,0,0,0,0,0,0
PGC 1523   ,PGC0001523,Sc,0,0,0,0,0,0,0,0,1
PGC 22581  ,PGC0022581,SBb,0,0,0,0,1,0,0,0,0
PGC 647    ,PGC0000647,Irr,0,1,0,0,0,0,0,0,0
PGC 56838  ,PGC0056838,S0,0,0,1,0,0,0,0,0,0
PGC 43707  ,PGC0043707,Irr,0,1,0,0,0,0,0,0,0
PGC 71699  ,PGC0071699,Sb,0,0,0,0,0,0,0,1,0
PGC 56481  ,PGC0056481,S0,0,0,1,0,0,0,0,0,0
PGC 56770  ,PGC0056770,E,1,0,0,0,0,0,0,0,0
PGC 40811  ,PGC0040811,Irr,0,1,0,0,0,0,0,0,0
PGC 1781   ,PGC0001781,Irr,0,1,0,0,0,0,0,0,0
PGC 56777  ,PGC0056777,Sa,0,0,0,0,0,0,1,0,0
PGC 35803  ,PGC0035803,Sc,0,0,0,0,0,0,0,0,1
PGC 56784  ,PGC0056784,E,1,0,0,0,0,0,0,0,0
PGC 71993  ,PGC0071993,S0,0,0,1,0,0,0,0,0,0
PGC 56482  ,PGC0056482,E,1,0,0,0,0,0,0,0,0
PGC 36294  ,PGC0036294,S0,0,0,1,0,0,0,0,0,0
PGC 212    ,PGC0000212,Sa,0,0,0,0,0,0,1,0,0
PGC 56898  ,PGC0056898,SBa,0,0,0,1,0,0,0,0,0
PGC 39014  ,PGC0039014,SBc,0,0,0,0,0,1,0,0,0
PGC 37695  ,PGC0037695,S0,0,0,1,0,0,0,0,0,0
PGC 40643  ,PGC0040643,S0,0,0,1,0,0,0,0,0,0
PGC 57093  ,PGC0057093,Sb,0,0,0,0,0,0,0,1,0
PGC 22143  ,PGC0022143,Irr,0,1,0,0,0,0,0,0,0
PGC 38858  ,PGC0038858,Sc,0,0,0,0,0,0,0,0,1
PGC 56495  ,PGC0056495,SBb,0,0,0,0,1,0,0,0,0
PGC 56492  ,PGC0056492,E,1,0,0,0,0,0,0,0,0
PGC 56700  ,PGC0056700,SBa,0,0,0,1,0,0,0,0,0
PGC 56210  ,PGC0056210,Irr,0,1,0,0,0,0,0,0,0
PGC 57177  ,PGC0057177,S0,0,0,1,0,0,0,0,0,0
PGC 56666  ,PGC0056666,Sb,0,0,0,0,0,0,0,1,0
PGC 56780  ,PGC0056780,E,1,0,0,0,0,0,0,0,0
PGC 56667  ,PGC0056667,Sc,0,0,0,0,0,0,0,0,1
PGC 56503  ,PGC0056503,Sc,0,0,0,0,0,0,0,0,1
PGC 56847  ,PGC0056847,E,1,0,0,0,0,0,0,0,0
PGC 58161  ,PGC0058161,Sa,0,0,0,0,0,0,1,0,0
PGC 57068  ,PGC0057068,E,1,0,0,0,0,0,0,0,0
PGC 57139  ,PGC0057139,E,1,0,0,0,0,0,0,0,0
PGC 22391  ,PGC0022391,Sc,0,0,0,0,0,0,0,0,1
PGC 56776  ,PGC0056776,SBb,0,0,0,0,1,0,0,0,0
PGC 56727  ,PGC0056727,SBa,0,0,0,1,0,0,0,0,0
PGC 57004  ,PGC0057004,E,1,0,0,0,0,0,0,0,0
PGC 56827  ,PGC0056827,Sa,0,0,0,0,0,0,1,0,0
PGC 58104  ,PGC0058104,Sb,0,0,0,0,0,0,0,1,0
PGC 56352  ,PGC0056352,S0,0,0,1,0,0,0,0,0,0
PGC 56704  ,PGC0056704,E,1,0,0,0,0,0,0,0,0
PGC 22873  ,PGC0022873,SBc,0,0,0,0,0,1,0,0,0
PGC 56935  ,PGC0056935,Sb,0,0,0,0,0,0,0,1,0
PGC 57353  ,PGC0057353,Sc,0,0,0,0,0,0,0,0,1
PGC 56655  ,PGC0056655,Sa,0,0,0,0,0,0,1,0,0
PGC 57278  ,PGC0057278,SBa,0,0,0,1,0,0,0,0,0
PGC 21600  ,PGC0021600,Irr,0,1,0,0,0,0,0,0,0
PGC 56997  ,PGC0056997,SBa,0,0,0,1,0,0,0,0,0
PGC 56943  ,PGC0056943,E,1,0,0,0,0,0,0,0,0
PGC 57390  ,PGC0057390,Sb,0,0,0,0,0,0,0,1,0
PGC 56763  ,PGC0056763,E,1,0,0,0,0,0,0,0,0
PGC 56409  ,PGC0056409,Sc,0,0,0,0,0,0,0,0,1
PGC 57175  ,PGC0057175,SBb,0,0,0,0,1,0,0,0,0
PGC 56877  ,PGC0056877,E,1,0,0,0,0,0,0,0,0
PGC 57522  ,PGC0057522,Irr,0,1,0,0,0,0,0,0,0
PGC 56712  ,PGC0056712,E,1,0,0,0,0,0,0,0,0
PGC 56890  ,PGC0056890,SBa,0,0,0,1,0,0,0,0,0
PGC 57136  ,PGC0057136,SBb,0,0,0,0,1,0,0,0,0
PGC 58682  ,PGC0058682,Sc,0,0,0,0,0,0,0,0,1
PGC 57095  ,PGC0057095,SBb,0,0,0,0,1,0,0,0,0
PGC 57037  ,PGC0057037,Sc,0,0,0,0,0,0,0,0,1
PGC 56537  ,PGC0056537,SBc,0,0,0,0,0,1,0,0,0
PGC 56987  ,PGC0056987,Sc,0,0,0,0,0,0,0,0,1
PGC 56878  ,PGC0056878,Sb,0,0,0,0,0,0,0,1,0
